Company name,Headcount,Industry,Location,Domain,LinkedIn page,Description
Sitecore,1001-5000,Software Development,"San Francisco, California, United States",sitecore.com,https://www.linkedin.com/company/sitecore,"Sitecore is a digital experience platform that specializes in content management, customer experience management, and personalized omnichannel marketing."
